,labeldownstairs,labelupstairs,labelsitting,labelstanding,labelwalking,labeljogging,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,pca_1,pca_2,pca_3
1970-01-01 00:00:01.400,1.0,0.0,0.0,0.0,0.0,0.0,-0.7135372421814847,-1.2857618428864703,-1.356711009584702,-0.16053032223645922,0.9550378693722424,-0.21950825278091804,-0.8618033004766549,-0.3856990231310883,0.1774726440902121,-0.09077783025001337,0.023530801785775622,0.07394210282347984,-0.30463690439970476,-0.1376274328382162,0.0052966373528467725
1970-01-01 00:00:01.500,1.0,0.0,0.0,0.0,0.0,0.0,-0.9040725359845725,-1.3590030811537455,-1.5252177620051088,-0.15216042139149483,0.9759434762456085,-0.13460247075441087,-0.8665584345495113,-0.15538290242127556,0.08739707815101092,-0.07912904689180435,0.05495601597539977,0.033262759778765666,-0.36971603707109,-0.14881105047128798,-0.04312798354614701
1970-01-01 00:00:01.600,1.0,0.0,0.0,0.0,0.0,0.0,-1.0718336524216916,-1.4133329881343752,-1.6968823568663072,-0.14922945604431373,0.9910006545270964,-0.0674211850451616,-0.5726371939028478,0.14161747250721765,-0.02620914022060682,-0.035288350610573054,0.06957348168611352,-0.006753730536955649,-0.4220715044020351,-0.1656992177476352,-0.07795763230095412
1970-01-01 00:00:01.700,1.0,0.0,0.0,0.0,0.0,0.0,-1.1633495638945748,-1.4324986050657533,-1.8175496893368088,-0.15227903123540185,0.9960119847450046,-0.038676964478664165,-0.1066395164396069,0.3890761209074506,-0.11183652165421777,0.020872029246713455,0.07104505472434053,-0.037021144825918346,-0.4456643435408996,-0.18294280899155493,-0.08764813050558183
1970-01-01 00:00:01.800,1.0,0.0,0.0,0.0,0.0,0.0,-1.1483861061572955,-1.4125507132713926,-1.8456871894400397,-0.15933921338681173,0.9901739235141576,-0.056231984216527316,0.36530108744700174,0.4973886700039495,-0.1358476610862405,0.06317439094176051,0.06606916466790407,-0.04602772258748799,-0.43399790651697223,-0.19416911086763597,-0.06949515457564465
1970-01-01 00:00:01.900,1.0,0.0,0.0,0.0,0.0,0.0,-1.0288563160937438,-1.3620782065564723,-1.7669406443161138,-0.16714172199507318,0.9760625230869314,-0.11314376579151897,0.6921421008463068,0.43848234684659076,-0.09521066946250624,0.0727390267214906,0.05684010801904588,-0.025952556965101053,-0.3917819980800985,-0.1942369877662891,-0.030620222361768847
1970-01-01 00:00:02.000,1.0,0.0,0.0,0.0,0.0,0.0,-0.840333380146313,-1.299108695889624,-1.6031057036936633,-0.17254847844840682,0.958766004226565,-0.1897302659960349,0.7768308883471519,0.24930560529976367,-0.01413886009698026,0.046816164662638236,0.03971862422298809,0.01979092250595068,-0.3335764087050458,-0.18167659365029812,0.014436204203646635
1970-01-01 00:00:02.100,1.0,0.0,0.0,0.0,0.0,0.0,-0.6444996116385209,-1.2453155218792844,-1.4098359737122665,-0.17363810913254493,0.9442570038027154,-0.25963056102328624,0.5986924324031057,0.006751798893907706,0.07106476976611303,-0.0015414823977802786,0.011307303448997857,0.07443948263238968,-0.27935257930444773,-0.16023003714940484,0.04909396410240991
1970-01-01 00:00:02.200,1.0,0.0,0.0,0.0,0.0,0.0,-0.5119769853077649,-1.2190065684317237,-1.2603197238243986,-0.17013917535431106,0.9374100604718695,-0.2984697458619478,0.21774397799958292,-0.2088338839281827,0.12986329964088977,-0.05153336374263123,-0.023754700108903282,0.11465923141368793,-0.2479578554219544,-0.1383037716204746,0.06109298853831864
1970-01-01 00:00:02.300,1.0,0.0,0.0,0.0,0.0,0.0,-0.4988759117750055,-1.2292174958839595,-1.2188377909071002,-0.16319059888136242,0.940389335996821,-0.2921560561037113,-0.24359510817617935,-0.3417768420050513,0.14918437222215863,-0.08486652533539012,-0.05123918556169335,0.12271612959295249,-0.2506953148892423,-0.1259439611738155,0.046961215416019206
1970-01-01 00:00:02.400,1.0,0.0,0.0,0.0,0.0,0.0,-0.6249351086785442,-1.2731257336204134,-1.314578721074271,-0.15467199568271778,0.9520845543265808,-0.2414836956589023,-0.6399290404474584,-0.370440942696601,0.13432981607371475,-0.09265079986792665,-0.05498039193588647,0.0958615355985778,-0.2875679332310135,-0.13038957739130475,0.012539331700188984
1970-01-01 00:00:02.500,1.0,0.0,0.0,0.0,0.0,0.0,-0.8625479557854188,-1.3375715215042223,-1.5275219869981178,-0.14649537476454988,0.9687595984578599,-0.16133211708022596,-0.849541174267426,-0.3011097316964227,0.10040901264826177,-0.07657266514616495,-0.02848239870406648,0.046630630643677534,-0.34760131804026234,-0.15237412525787136,-0.030271060323953443
1970-01-01 00:00:02.600,1.0,0.0,0.0,0.0,0.0,0.0,-1.1424413586026971,-1.4035784783817173,-1.7931291967332625,-0.14020128008367178,0.9854477040617238,-0.0753871455158975,-0.808937384754937,-0.15749826753221202,0.060571835168825014,-0.04559316760358923,0.018741058231765917,-0.0052746835705143715,-0.41271798157163214,-0.18521858690790527,-0.06834931458663196
1970-01-01 00:00:02.700,1.0,0.0,0.0,0.0,0.0,0.0,-1.3750931102871506,-1.4518146355026953,-2.024166244167148,-0.13694992782677762,0.9973837781808387,-0.009009938226669565,-0.5250192089538348,0.025463808466994923,0.01884908501786927,-0.011102398990734343,0.06537071856049398,-0.04283813331311075,-0.46329282698919827,-0.21734023426000662,-0.09128692755532687
1970-01-01 00:00:02.800,1.0,0.0,0.0,0.0,0.0,0.0,-1.4808688418768718,-1.4674715030897805,-2.1412106957615045,-0.13767512544179358,1.0010634737556747,0.017436421779931797,-0.0695524181537345,0.20365109627924838,-0.027653452094008622,0.0170406049733951,0.0901024317669325,-0.05671989950145193,-0.48358006735860065,-0.23700567426727248,-0.0933181143122635
1970-01-01 00:00:02.900,1.0,0.0,0.0,0.0,0.0,0.0,-1.4188606774050798,-1.4441429872814735,-2.101086316586514,-0.14300879737502004,0.9949872883935248,-0.006059511075149509,0.43435953917577264,0.32808178606421223,-0.07891934007251811,0.03258384723621406,0.08294422079530535,-0.04436144929592319,-0.46609482960899523,-0.2371089478559383,-0.07383710344672084
1970-01-01 00:00:03.000,1.0,0.0,0.0,0.0,0.0,0.0,-1.2045965084431165,-1.386546396036083,-1.9139159060094546,-0.15276131896825795,0.9802589768730938,-0.07531466276588898,0.8331456308477004,0.3568179859681508,-0.12246819408929183,0.0332241119868797,0.04938224012456348,-0.007580985557492004,-0.41449132243905124,-0.21794113376693328,-0.03752660242262736
1970-01-01 00:00:03.100,1.0,0.0,0.0,0.0,0.0,0.0,-0.9092633182407376,-1.3110546374742593,-1.6426879278281623,-0.16520298464045297,0.9608480203528901,-0.1707196959808324,0.9799858028094828,0.2723157140991316,-0.13352011172583528,0.019940835785331,0.006435147825337053,0.046926822144584684,-0.34401261543433487,-0.18697270583225933,0.005824261731580241
1970-01-01 00:00:03.200,1.0,0.0,0.0,0.0,0.0,0.0,-0.6378331983516287,-1.2423155583842633,-1.383577007701659,-0.17681609779073607,0.9429554439479246,-0.26084822028898014,0.7908679869388381,0.09513760401880236,-0.08877077457703005,-0.0037703459775555045,-0.025944244845553573,0.10483189326489975,-0.27813326887716394,-0.15589046397378048,0.04281742771782937
1970-01-01 00:00:03.300,1.0,0.0,0.0,0.0,0.0,0.0,-0.4909336435213413,-1.2053147069844075,-1.2314424372521788,-0.18317249117903237,0.9331168628643578,-0.31223820435648364,0.29942238345963545,-0.11607654524398019,0.012687095912139795,-0.032136017107858385,-0.033784455851056466,0.14453773536772987,-0.24096413593605287,-0.13606656357179722,0.060137107529872835
1970-01-01 00:00:03.400,1.0,0.0,0.0,0.0,0.0,0.0,-0.5239279879894204,-1.2150984351496512,-1.2422704441367944,-0.1809681198065692,0.9354981451714423,-0.3031178426430148,-0.32744654275270374,-0.28264838924484537,0.13619640147444229,-0.057068855862617576,-0.01505033815237049,0.14514158435701896,-0.24749812644021213,-0.13418244670424886,0.04981516506343521
1970-01-01 00:00:03.500,1.0,0.0,0.0,0.0,0.0,0.0,-0.721717499435346,-1.2689923558530507,-1.4089579863950203,-0.17030876432718395,0.9496797975949278,-0.23483223283659335,-0.841575980657309,-0.3369045265954149,0.22007359521766462,-0.06908423605592502,0.019679774424033146,0.09972580174861291,-0.2961727737425555,-0.14980203404183823,0.013730369118408341
1970-01-01 00:00:03.600,1.0,0.0,0.0,0.0,0.0,0.0,-1.0038264141160862,-1.3460783630505593,-1.6637594721682745,-0.15575732007356027,0.9703156743150195,-0.13382216271030206,-1.0228396650413916,-0.2534504681465717,0.20717223663024995,-0.060311289453478585,0.052796506696148576,0.024758348523584276,-0.3682551848460483,-0.17605846304346287,-0.03547636085906624
1970-01-01 00:00:03.700,1.0,0.0,0.0,0.0,0.0,0.0,-1.2603872048287605,-1.4152918185892471,-1.9086400220962068,-0.14502189214200864,0.9891561034575045,-0.04108659327498386,-0.7920022968212158,-0.06561290661029258,0.08313574343474328,-0.029016869878257377,0.06940421743410125,-0.04407858683451384,-0.435430099843214,-0.20322596279087277,-0.07848059152248317
1970-01-01 00:00:03.800,1.0,0.0,0.0,0.0,0.0,0.0,-1.4021911815296482,-1.4487131869709513,-2.0592266695003696,-0.14548502385947282,0.9985863915968549,0.00669731573954424,-0.25910363016217175,0.14304643071043302,-0.10470769649683302,0.017166776153349956,0.0655693976645641,-0.07108747567524897,-0.4723331813055606,-0.22333615893828984,-0.09709218917055082
1970-01-01 00:00:03.900,1.0,0.0,0.0,0.0,0.0,0.0,-1.398217651049721,-1.4335785592976884,-2.0790247848301866,-0.16027938938182149,0.9949416633279772,-0.005522611530588784,0.32976051027890735,0.27126221677526463,-0.2655111553442689,0.06258191323360622,0.04920731089194378,-0.04423150062915501,-0.4676456390862688,-0.2332282014925344,-0.0821669309206239
1970-01-01 00:00:04.000,1.0,0.0,0.0,0.0,0.0,0.0,-1.280196607751946,-1.3771845385155461,-1.9855438237068945,-0.18620966111211776,0.979979985754803,-0.06533367818262135,0.723531707366682,0.24342294351563631,-0.3138224743141802,0.09019429044615719,0.03278440573708941,0.013818358442302768,-0.4279616544483683,-0.23429869116133348,-0.03743433242315076
1970-01-01 00:00:04.100,1.0,0.0,0.0,0.0,0.0,0.0,-1.1138094635220583,-1.3026925983938644,-1.8273982421938095,-0.2149097665394185,0.9598953961276835,-0.1418756244486444,0.7990910089106348,0.04359317867137978,-0.21939334074772274,0.09024749212058407,0.023726762924198088,0.05853796315662863,-0.3727343320268994,-0.2294334276321252,0.02292679257647906
1970-01-01 00:00:04.200,1.0,0.0,0.0,0.0,0.0,0.0,-0.9574984668690406,-1.2384216915987787,-1.6502953308474695,-0.23668913828493884,0.9424854297736185,-0.20395068745725323,0.6132050878264977,-0.27644312763771284,-0.02411997046296487,0.06539209376072572,0.020403291446198384,0.054988404341143,-0.32367822454495987,-0.21968222669231932,0.08147157833278587
1970-01-01 00:00:04.300,1.0,0.0,0.0,0.0,0.0,0.0,-0.8373061192042086,-1.2060032356141897,-1.476613095897311,-0.24488171849895285,0.9338790996564521,-0.23567524836562512,0.33967119938511414,-0.6185995484253947,0.18586090825922516,0.028637109604491357,0.01636438094260387,0.006307970757292933,-0.29491137581434235,-0.20353290408672906,0.12491211765188777
1970-01-01 00:00:04.400,1.0,0.0,0.0,0.0,0.0,0.0,-0.7532214900366366,-1.2126041599887438,-1.3120999767414048,-0.2383530030366151,0.9362623656354317,-0.23994236597583657,0.13453631454238577,-0.8775236638408863,0.3321563009048428,-0.004591697375728342,0.007982288231605128,-0.044320511598211154,-0.2891090171262202,-0.17968480045297963,0.1472164728107104
1970-01-01 00:00:04.500,1.0,0.0,0.0,0.0,0.0,0.0,-0.7076379441660586,-1.2498974296563121,-1.1712961272455846,-0.2212208882776725,0.9474257333674199,-0.2285982837411422,0.02510503417688882,-0.9776027424630781,0.3817280535140533,-0.024766657615925627,-0.001794250712515221,-0.0445179117872342,-0.3007605430385974,-0.15130209759669402,0.1472377467223736
1970-01-01 00:00:04.600,1.0,0.0,0.0,0.0,0.0,0.0,-0.7282809267039283,-1.2992014445312137,-1.0968469519436475,-0.20066462770441731,0.9620870647026539,-0.20787251179369684,-0.09410651044512904,-0.8927782463311434,0.34493821703448785,-0.031274408572624396,-0.0060504706134140215,0.02358205093319949,-0.32304148264319066,-0.1280687081375165,0.12429624490112577
1970-01-01 00:00:04.700,1.0,0.0,0.0,0.0,0.0,0.0,-0.8613472663463004,-1.3398024040840144,-1.1504791802916328,-0.18450983353742956,0.9742248621059666,-0.1711629692393802,-0.3513244861931056,-0.6467147002970441,0.2434038886385634,-0.028571269557224672,0.0011512249221998863,0.12122196782843925,-0.352854546809189,-0.12344964400847916,0.07708592786735802
1970-01-01 00:00:04.800,1.0,0.0,0.0,0.0,0.0,0.0,-1.1345887372581622,-1.3567267449552325,-1.3747540368609905,-0.179605189735302,0.9793586290604049,-0.10565998326759438,-0.7545686333634551,-0.301734499529742,0.08347421172217769,-0.019134367420581395,0.02267448689537379,0.17480121524380293,-0.3905158838316792,-0.14785885955161893,0.00842249847633056
1970-01-01 00:00:04.900,1.0,0.0,0.0,0.0,0.0,0.0,-1.5168260048054427,-1.3450697253426676,-1.749526320900627,-0.1907190563100833,0.9758855596649911,-0.008213636235182004,-1.1303227145409853,0.05404249657454719,-0.13514612759231365,0.000751265287539593,0.05935863123203049,0.13055447896638467,-0.4349343081816364,-0.20163236163121914,-0.06756408242025375
1970-01-01 00:00:05.000,1.0,0.0,0.0,0.0,0.0,0.0,-1.9081990913354911,-1.309786036179966,-2.1759211828673926,-0.21916950283064962,0.9650951352998396,0.10235940534975345,-1.2050293815380848,0.3198892033780616,-0.38175892724908567,0.03852848012068347,0.11001640836230783,0.0018876798003613696,-0.47875948098260374,-0.27238755439200263,-0.12327579198126333
1970-01-01 00:00:05.100,1.0,0.0,0.0,0.0,0.0,0.0,-2.176230843510994,-1.261829630647116,-2.505253504963932,-0.26121265118209464,0.9500975816780551,0.1879163365462916,-0.7847103939825916,0.40224464279149713,-0.5680191370109479,0.09755432509393228,0.16796637463528485,-0.1303081709288235,-0.5081694380632792,-0.3388515754877632,-0.12606033927323868
1970-01-01 00:00:05.200,1.0,0.0,0.0,0.0,0.0,0.0,-2.219670350785917,-1.2129675061161616,-2.6007319259005244,-0.3074802773630592,0.9343569096166676,0.20931964377853865,0.09145308212039378,0.24512519442450267,-0.5713987764519616,0.16969441862889426,0.21791567354653152,-0.17014697000904044,-0.5085491774779956,-0.3792445770741209,-0.05511813734353753
1970-01-01 00:00:05.300,1.0,0.0,0.0,0.0,0.0,0.0,-2.020258702466804,-1.1719056191610804,-2.3974257178995457,-0.34498260572638495,0.9206074183376041,0.14913897147577862,1.1370118275118049,-0.1375250205192374,-0.3080615917044875,0.23454763753231817,0.23976046780737237,-0.07550988624145334,-0.4728054751866952,-0.37961684107211846,0.08297060259417212
1970-01-01 00:00:05.400,1.0,0.0,0.0,0.0,0.0,0.0,-1.6494482252624019,-1.143323002580114,-1.9271706869636374,-0.3617480412119612,0.9105938369437879,0.023318510958512416,1.9603226947911196,-0.6486851556023522,0.19283305760414524,0.2674480845181567,0.22029676934543393,0.10933140892963043,-0.40683335760193867,-0.3379785614235328,0.25140494679835945
1970-01-01 00:00:05.500,1.0,0.0,0.0,0.0,0.0,0.0,-1.2280567976821035,-1.1294465098994837,-1.2984364214373452,-0.3520541522208031,0.9054772653639513,-0.12622086205619457,2.269052562335274,-1.1332960232118756,0.7739799422812469,0.25233496902792296,0.16460354279910885,0.28374727353350304,-0.32835552238518273,-0.2630988457559487,0.39718583066136565
1970-01-01 00:00:05.600,1.0,0.0,0.0,0.0,0.0,0.0,-0.868305994235066,-1.132063390194973,-0.6488632562900909,-0.31925341111776206,0.9062631798758835,-0.2527408598644296,2.003412225299217,-1.4393522032413932,1.2169203485015232,0.1916946850474151,0.0960995121269286,0.3613614572210675,-0.2597001411545741,-0.1700930339227857,0.4750356130444964
1970-01-01 00:00:05.700,1.0,0.0,0.0,0.0,0.0,0.0,-0.6358881733781871,-1.1526428501450119,-0.10027087360516118,-0.274430545757379,0.9136072419617035,-0.32526624217469025,1.3235854866011818,-1.4855351155509706,1.3535364402882466,0.10702231938154506,0.04266899773843425,0.327140215054514,-0.21884961441041714,-0.07603218459561445,0.4672852625117369
1970-01-01 00:00:05.800,1.0,0.0,0.0,0.0,0.0,0.0,-0.5496420887870117,-1.189922847961353,0.26413614243293126,-0.23173008883495386,0.9269176256374921,-0.33627316098988097,0.48513708424741286,-1.2946390065484068,1.149562262524977,0.029106648677277015,0.01896655222389288,0.23814626085976406,-0.21365430994572648,0.002670537751674067,0.3884544569233891
1970-01-01 00:00:05.900,1.0,0.0,0.0,0.0,0.0,0.0,-0.6055998325531936,-1.2368383817983601,0.4019219465898799,-0.20314345062204628,0.9434316482033612,-0.29506110694693577,-0.2929138198614814,-0.970551885816842,0.7077421441799249,-0.016051419809584078,0.019613061071946127,0.17073013295952982,-0.24138876650556026,0.051775491084186255,0.2736691788890322
1970-01-01 00:00:06.000,1.0,0.0,0.0,0.0,0.0,0.0,-0.7958829851894454,-1.280021585686722,0.3085221962030296,-0.1953658579250256,0.9582826503246101,-0.21593519302160416,-0.8806402737972369,-0.6349544046919698,0.19728421297914836,-0.017402001176316913,0.02895931098801372,0.15912472688922594,-0.2921974929691319,0.06143469685768523,0.16037392915673035
1970-01-01 00:00:06.100,1.0,0.0,0.0,0.0,0.0,0.0,-1.1033707331899605,-1.3038867635034057,0.02122535636820526,-0.20937044712486277,0.9660933025550644,-0.11212392814585234,-1.2062591242396405,-0.36899881816900354,-0.23384394076035875,0.019870148310651814,0.03810437294852267,0.1747420132075056,-0.35319825752021927,0.029758852515135045,0.07535918744916224
1970-01-01 00:00:06.200,1.0,0.0,0.0,0.0,0.0,0.0,-1.4797632925652449,-1.2980357173389658,-0.3738358567524639,-0.24142009536383682,0.9635453554994445,0.0012589750159780549,-1.209270521102913,-0.19956283691290194,-0.505380569017772,0.08048769465655221,0.05301707555530027,0.1597579496797733,-0.411038871547067,-0.03394014781601836,0.0326633198459467
1970-01-01 00:00:06.300,1.0,0.0,0.0,0.0,0.0,0.0,-1.8339187865661217,-1.263708490907454,-0.7476268853078126,-0.28397432385635213,0.9514478897264843,0.10161714822425537,-0.8460316853560709,-0.13124995087055225,-0.594862477955487,0.14678365274761224,0.08583425028112206,0.08385952861411415,-0.453123210142032,-0.10919820002614247,0.03839048349364935
1970-01-01 00:00:06.400,1.0,0.0,0.0,0.0,0.0,0.0,-2.0523558078587865,-1.2147460614402326,-0.9592205396999556,-0.32631742019694115,0.9348375882172474,0.1601356359090961,-0.1516767934450924,-0.18546165770583747,-0.5040428038113002,0.2029444558619482,0.13740983603406492,-0.023786484033308394,-0.46918226005341784,-0.16957255529504353,0.09396824907637559
1970-01-01 00:00:06.500,1.0,0.0,0.0,0.0,0.0,0.0,-2.048438872399019,-1.171645422989772,-0.9061312081942012,-0.356125008327877,0.9207535064898107,0.1532553005092655,0.7047481162150864,-0.4019772968012705,-0.24547958482291318,0.2355204305418084,0.18809238031145667,-0.0925111003147935,-0.45415959740473216,-0.19177484274266565,0.19317927923719053
1970-01-01 00:00:06.600,1.0,0.0,0.0,0.0,0.0,0.0,-1.8116935663965836,-1.151807583809598,-0.5703690166487172,-0.36296967031152305,0.9148497643018206,0.0778367448260003,1.4429093239093702,-0.7939529673412459,0.13825823097521825,0.23389494357532217,0.2070358670579959,-0.06226756627776891,-0.41135762388441566,-0.16481964047759456,0.31640168216304937
1970-01-01 00:00:06.700,1.0,0.0,0.0,0.0,0.0,0.0,-1.4240681753914683,-1.1617537956280541,-0.0333633804493958,-0.342895684469649,0.9188518651532046,-0.04147413034743002,1.783946906063284,-1.2943734001887854,0.5514970893714647,0.1938376023118812,0.17396497337461111,0.0710213446093501,-0.3534295904843529,-0.09467259202791609,0.43022411934487564
1970-01-01 00:00:06.800,1.0,0.0,0.0,0.0,0.0,0.0,-1.0293596554279698,-1.195824494060886,0.5522083118140698,-0.30135406859310104,0.9303466557788168,-0.15991343391635382,1.5914425974713002,-1.7483922531971048,0.8581073340878876,0.12281205071459883,0.09592439095788455,0.24937649652614785,-0.2994143002904565,-0.001959362551248742,0.49745771248672477
1970-01-01 00:00:06.900,1.0,0.0,0.0,0.0,0.0,0.0,-0.7707861414686287,-1.241456321984284,1.0224455749010661,-0.2519052033110151,0.9448248671682347,-0.23242358879103378,0.9506094674230716,-1.9743464035998979,0.9393957244599218,0.0418167815561001,0.005166134473099403,0.38718109997825806,-0.268202871806323,0.0862827061991744,0.49404209046475034
1970-01-01 00:00:07.000,1.0,0.0,0.0,0.0,0.0,0.0,-0.7295953433853878,-1.2867538847458773,1.2663604049970119,-0.21052130819600348,0.9583923603618208,-0.23461272721993687,0.13444490024656144,-1.860940741784397,0.7629756566934117,-0.020638147731429364,-0.060496388202492396,0.4198571814486405,-0.27101020764878253,0.14707853167321663,0.42262936697068226
1970-01-01 00:00:07.100,1.0,0.0,0.0,0.0,0.0,0.0,-0.8943849997384007,-1.3249827234771128,1.265743276460809,-0.18836940298344546,0.9692509830060264,-0.173361244712302,-0.5226147160551328,-1.435083989050303,0.41084872705196895,-0.04130359188372691,-0.080065551181849,0.33572114772780687,-0.30619871196084547,0.16976424034555734,0.3134073480029186
1970-01-01 00:00:07.200,1.0,0.0,0.0,0.0,0.0,0.0,-1.1719219452853196,-1.353585559663335,1.0957089572511238,-0.1872354928214694,0.9771609917961634,-0.0822800755575536,-0.7723370838078748,-0.8520927181465558,0.04042312565754391,-0.014742290528708207,-0.05879950312763322,0.17612023117633285,-0.3589026830086728,0.15889957500189433,0.21054509489750167
1970-01-01 00:00:07.300,1.0,0.0,0.0,0.0,0.0,0.0,-1.4298537561859015,-1.3699910341361845,0.8887962293957566,-0.20015790120204396,0.9817666835649356,-0.005675551863652732,-0.5501439692784413,-0.313993435211082,-0.19963204698892312,0.0425486832228782,-0.020224243977468363,0.010035847023770823,-0.406016908984026,0.13113761905753757,0.15165460394613797
1970-01-01 00:00:07.400,1.0,0.0,0.0,0.0,0.0,0.0,-1.550834169846672,-1.3691044388582092,0.7789683029637566,-0.21648620920134423,0.9815689531717452,0.020516057081073187,0.011575538700010525,0.030089154230915214,-0.24462284274974147,0.09988501176170013,0.010883872412449308,-0.09933530196396238,-0.425081788678118,0.10764262699677415,0.15154749603957257
